peak ID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum,Predicted Label,Prediction Probability
78,Unknown,9460,3.18595,3.22335,3.397017,372.2585,5807.125,28051.7734375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,80.60718,372.09592:24 372.10349:48 372.2283:23 372.25856:1190 372.31909:49 372.54232:33 373.26544:170 373.55148:114 374.05373:35 374.26231:62 376.2315:14,55.05362:17 56.05754:4 57.06831:12 61.00935:3 69.07092:5 70.06515:38 71.08549:20 72.08075:25 72.08907:8 73.0469:109 73.06449:5 74.04731:34 75.05538:5 83.04604:3 83.04783:8 84.08104:35 86.09658:27 88.0403:4 89.05961:981 91.05409:4 91.07467:7 97.029:27 98.98446:22 101.05993:30 102.0577:5 102.06166:6 107.06732:3 110.06817:6 110.07228:17 111.04323:48 112.04854:33 112.08486:4 115.08742:4 119.03383:3 120.08211:10 122.02456:3 123.05437:109 129.05444:65 129.10121:22 130.05641:30 131.06787:10 133.08557:571 136.06268:85 143.11546:8 147.06035:3 149.04393:9 150.04372:4 151.09381:5 157.10744:4 166.05724:4 167.09216:4 171.04343:4 174.99159:17 175.09665:5 177.09605:7 177.11169:195 183.11194:5 183.14908:4 187.14795:2 195.12048:22 201.12247:9 216.02638:4 218.14522:5 221.13799:40 225.61238:4 226.11771:4 232.08678:6 234.6115:4 239.14824:39 250.96817:5 257.15872:3 265.17297:5 266.99747:42 267.99792:118 268.99704:4 274.18762:7 281.04422:4 282.04593:12 283.17642:21 285.01212:4 286.00925:9 292.17447:4 305.16776:5 312.0491:6 322.11551:4 327.19888:218 330.0582:6 335.06723:5 340.02902:4 355.06302:5 356.07043:29 368.20114:5 372.18079:4 372.22998:4 372.25644:17,0,0.008190133510030059
80,Unknown,9471,3.064833,3.236417,3.41795,327.2009,3904.8125,24215.349609375,,[M+H]+,M + 0,found in higher mz's MsMs_78,,,,,,,999,False,False,False,,,,,,160.3405,327.00992:26 327.2014:851 328.20936:114 329.00013:35 329.20819:27,55.05516:8 56.04955:15 57.06839:4 60.05381:2 70.06525:9 72.08086:30 73.06711:8 74.06007:16 75.06738:4 80.97422:8 82.06463:4 84.08027:34 86.09761:16 87.04436:20 87.05442:3 89.05974:596 98.98363:313 101.1064:4 110.07142:5 115.08654:4 120.07906:10 129.10362:18 130.08902:7 133.08577:119 136.07547:4 147.10693:4 151.03981:4 151.09525:4 155.11613:4 169.09541:3 173.13078:10 174.99445:11 177.11195:26 186.12508:4 201.12137:4 215.02505:5 224.17349:4 230.14232:3 239.14859:10 246.9409:2 248.15936:7 256.17441:4 267.03311:10 309.07822:4 311.21545:4 326.98483:4 327.07703:11,0,0.07735537407000158
87,Unknown,9658,3.22335,3.3146,3.442317,332.1404,3089.9375,13211.009765625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,135.325,332.14036:842 333.14158:128 334.14609:34,56.04878:7 58.06425:5 70.06521:38 84.08022:6 86.09756:12 98.98358:18 112.08911:4 115.08542:4 118.08503:4 120.08007:5 129.10577:3 148.05479:5 159.07719:3 162.05713:2 163.06451:5 164.87207:16 170.06805:3 175.06308:5 176.07492:3 187.06902:4 189.04512:9 189.08421:4 191.05872:15 192.06816:7 194.13054:4 198.06889:7 199.07317:6 201.05592:3 203.0611:45 203.07227:5 204.0695:42 205.0762:39 210.06303:3 212.07681:4 215.06088:5 216.06836:7 217.0421:7 217.0782:8 218.04552:6 218.08606:8 219.09189:7 225.08281:6 226.09579:7 227.10217:15 229.07565:4 230.08418:5 231.03532:6 231.05618:307 231.09196:33 232.084:7 238.093:5 239.10449:9 240.11053:9 243.09242:8 245.1095:386 252.11111:3 254.16051:4 254.86896:20 259.1088:3 260.1228:4 260.16235:5 266.13025:6 268.14584:77 271.08661:19 272.08337:7 272.11572:8 273.09006:37 286.13388:33 287.13797:3 288.15213:594 288.20538:4 294.12167:64 313.10486:4 314.13083:4168 315.12717:6 331.05478:4 332.13831:560 332.18298:5 332.21158:4,0,0.4199509218041788
88,Unknown,9680,3.270283,3.340733,3.435333,177.0536,3993.25,16382.7041015625,,[M+H]+,M + 0,similar chromatogram in higher mz_89; found in higher mz's MsMs_89,,,,,,,999,False,False,False,,,,,,73.00684,177.05358:1192 177.12663:25 177.16447:25 178.05807:151 178.12086:17 179.06015:21 179.10606:50 179.14018:28 180.10583:23 181.1242:21 182.01185:59,50.01544:6 51.02084:16 55.01879:41 55.93365:17 59.0492:63 65.03699:10 68.9977:106 71.92862:24 72.93561:17 77.03784:209 78.04608:6 79.05389:123 80.048:9 80.97332:16 81.0695:55 89.03753:16 90.00956:18 91.05515:125 93.06983:147 95.08553:10 96.96155:8 98.98362:33 103.05454:186 103.9901:14 105.06951:289 107.05022:38 107.08471:16 109.06377:7 112.9564:9 115.05392:37 117.03497:9 117.07209:6 120.08227:13 121.02836:20 121.04886:16 121.06503:317 121.09955:10 123.05454:10 131.05009:10 131.08488:29 133.06653:23 135.04254:7 149.0202:37 159.08098:10 159.1156:10 177.05453:580 177.1263:16,0,0.04702754036087369
89,Unknown,9680,3.25295,3.340733,3.438867,339.1067,2126.9375,8619.4345703125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,72.21645,339.10665:638 339.19511:40 340.11288:145 341.01741:33 341.11336:28 342.02284:16,55.01588:8 61.02858:4 68.99526:7 69.03354:12 71.04923:8 77.03871:6 79.05389:19 84.08026:8 85.03034:11 91.05608:9 97.02816:7 103.05354:13 105.07051:51 115.05392:15 121.0618:33 127.03798:7 129.10362:12 130.04877:11 131.04897:10 133.0654:13 143.084:8 149.05969:36 157.1015:5 161.09525:7 173.09981:7 176.48367:12 177.05453:9792 177.79881:8 178.05772:9 183.85179:4 185.09802:27 199.11475:7 211.11012:14 221.13538:9 223.05939:4 223.10625:8 235.10757:6 237.12904:9 251.14403:14 263.14194:23 277.15674:14 278.15967:7 279.17261:17 290.16592:8 291.18039:8 303.16956:18 321.18591:22 339.23096:8,0,0.13174734890164924
90,Unknown,9702,3.178967,3.3671,3.65,438.0259,2000.375,8628.4736328125,,[M+H]+,M + 0,similar chromatogram in higher mz_91; similar chromatogram in higher mz_92; similar chromatogram in higher mz_93; similar chromatogram in higher mz_94,,,,,,,999,False,False,False,,,,,,596.9509,438.02595:515 438.27423:512 438.52669:277 438.77922:118 439.02772:33 440.24864:20,51.023:2 53.03886:7 55.05449:300 56.04961:16 56.05768:18 57.05735:24 69.06946:7 70.06451:239 71.06832:8 72.08094:2740 73.08312:51 84.08036:164 85.08288:7 86.0968:63 87.05543:5 87.09934:3 98.09822:5 100.07222:9 101.07201:7 101.10749:10 110.07359:5 111.09001:5 112.08826:5 114.09082:6 115.08666:26 115.12558:6 116.06887:10 120.08134:4 129.10266:519 130.08693:79 130.1037:15 131.08617:4 132.10387:4 140.07835:4 141.09888:3 143.11935:635 144.12144:31 147.11304:136 148.11588:8 152.14192:12 154.15936:10 155.11752:9 157.08942:8 157.09679:334 158.10098:9 165.13678:4 167.07738:4 169.09814:4 171.11311:412 171.13875:24 171.14902:94 172.07362:6 172.11606:28 172.15079:11 175.12434:5 181.13464:12 183.11372:17 183.14955:193 184.15254:9 185.09157:4 186.08781:8 189.12497:4 191.11595:4 193.13509:4 195.07581:5 197.10054:14 197.16524:33 198.16995:5 199.14403:42 199.1814:11 200.14268:8 208.14404:5 209.12387:6 209.13521:2 211.12177:4 211.14314:167 212.14427:21 223.15485:2 225.12143:6 225.1479:6 225.15967:36 226.11829:9 226.14925:6 227.17348:7 228.13635:38 228.17189:29 229.13094:7 235.66733:7 238.15239:12 242.18732:31 243.17078:10 243.18912:6 244.13326:8 244.16388:6 245.18665:4 251.14899:4 252.16447:4 254.12498:18 254.15312:4 256.14957:9 256.16528:199 257.16882:23 259.07449:5 260.13589:4 260.19598:194 261.19629:15 265.22791:6 266.15308:5 269.12796:4 270.18073:22 271.18713:4 282.17838:14 283.17715:6 284.16119:17 285.15518:5 286.14926:5 293.13278:5 295.17218:4 297.15439:4 299.19415:7 299.20602:31 300.20898:7 304.16583:4 311.1449:36 311.24866:4 313.19559:4 321.22672:12 324.22751:38 325.23267:5 327.20328:92 328.17215:19 328.20413:13 331.17126:4 339.20789:7 339.23679:12 342.2406:12 355.23203:11 356.22672:7 357.2117:12 362.70941:10 368.1908:14 371.20654:5 371.21597:6 373.27753:12 377.22543:5 378.21423:5 379.23486:4 381.24579:7 382.17468:10 382.21875:4 383.20447:3 385.2355:4 390.7308:4 391.22119:27 391.72162:7 396.2338:5 398.27164:5 399.20926:24 399.23669:7 399.26999:4 405.25479:5 407.3038:5 408.19257:5 410.25296:4 412.23889:5 413.25659:4 417.73251:7 418.23355:5 419.24857:7 419.75253:4 420.09402:4 424.22501:4 425.25537:4 425.75687:4 426.27484:29 426.73843:30 427.24078:13 427.27322:5 428.2403:4 433.25949:3 433.76361:34 435.24918:6 438.21146:10,0,0.08743421257852206
94,Unknown,9702,3.161533,3.3671,3.673533,875.0414,2223.125,9878.7548828125,,[M+2H]2+,M + 0,,,,,,,,999,False,False,False,,,,,,936.4235,875.04144:588 875.54318:633 876.04215:302 876.54418:141 877.04344:33 879.18433:17,228.17285:4 470.33539:22 598.43073:16 796.9068:4 810.97363:5 810.99316:14 811.48737:8 830.78522:4 839.02783:5 846.06744:4 856.93445:5 857.94775:5 863.07782:5 866.03516:14 866.53717:20 872.2052:8 872.85095:5 874.5083:8 874.92291:15 875.03888:2705 875.39563:7 875.53772:1806,0,0.13427721655218738
97,Unknown,9944,3.354033,3.472833,3.58055,371.2289,3927.875,16952.2109375,,[M+H]+,M + 0,found in higher mz's MsMs_99,,,,,,,999,False,False,False,,,,,,52.82731,370.88898:64 371.09857:168 371.19488:19 371.22888:921 371.31388:119 372.23059:179 372.26085:40 372.32137:25 373.10109:57 373.55567:102 374.06929:35 375.22292:19,55.05512:39 56.04877:11 57.07057:104 71.08471:86 72.07997:45 73.04695:430 74.06086:60 81.07033:7 83.04788:39 84.04155:23 86.09664:70 87.04429:43 87.10192:10 89.05967:786 89.94906:7 101.06098:181 102.05579:11 110.07339:20 111.04331:334 121.02936:7 123.12515:7 129.05341:506 131.06908:19 132.10248:8 133.08453:257 143.11557:7 147.06284:22 147.07472:7 149.04762:15 150.06302:7 156.10529:7 159.10065:10 173.12547:11 175.11752:9 177.11182:88 181.13165:7 183.11206:15 186.12894:12 187.07701:7 188.14311:58 189.06665:13 195.0905:22 203.10435:16 205.14075:26 207.02928:13 213.0844:10 217.06084:13 221.14252:13 224.10875:9 229.12013:7 249.1624:7 250.9668:29 266.96722:12 266.99927:530 267.9949:13 268.97632:13 281.04935:71 282.04776:7 283.19476:7 285.01065:48 296.13239:13 308.17212:13 315.2124:13 333.05179:12 339.043:14 355.07248:101 371.2153:23 371.23227:35,0,0.11360493827160494
98,Unknown,9944,3.393483,3.472833,3.567733,388.2541,4268.875,16981.6640625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,117.3515,388.15558:43 388.22898:29 388.25409:951 389.15472:25 389.25722:182 390.14933:29 390.25971:44 390.99982:33 393.20687:45,57.07131:7 70.06848:7 73.06454:26 84.0829:12 87.04338:125 89.05967:3095 91.07473:13 111.04537:7 115.75415:7 130.05203:13 131.07021:31 133.08679:1395 148.04997:27 148.08817:7 176.08009:87 177.11182:451 193.01347:7 195.12062:38 219.12956:7 221.13669:52 236.09898:7 239.14688:17 265.16516:28 283.17661:43 327.20444:48 371.18506:10 371.20016:13 371.22662:282 374.26993:7 388.15137:116 388.24792:12,0,0.02054674909006581
99,Unknown,9944,3.340733,3.472833,3.58055,416.2868,8048.75,31405.5546875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,51.92559,416.03278:23 416.28676:1843 416.37076:112 417.2874:326 418.29325:59 419.31035:28 419.31437:52 420.31663:26,60.08947:5 70.06519:20 73.0637:14 87.04429:44 88.03208:5 89.05967:1312 111.04641:10 131.06796:27 133.07774:27 133.08566:972 136.06049:12 159.08829:14 175.09677:27 177.11182:434 195.12062:20 221.13669:90 237.32214:5 239.14841:38 258.15494:10 263.08133:5 265.16196:18 283.17169:55 327.20087:88 353.21112:14 370.22437:10 371.17941:13 371.22662:535 411.2356:5 416.28241:120,0,0.007855633906351092
102,Unknown,10010,3.45625,3.541883,3.712967,150.091,9071.5625,42764.71484375,,[M+H]+,M + 0,similar chromatogram in higher mz_103; similar chromatogram in higher mz_105; similar chromatogram in higher mz_106; similar chromatogram in higher mz_107; similar chromatogram in higher mz_110; found in higher mz's MsMs_107,,,,,,,999,False,False,False,,,,,,158.8614,150.02974:130 150.09098:2583 151.09305:291,51.02362:59 51.93938:10 55.93509:24 57.03356:318 65.03854:93 66.04165:83 67.05324:34 67.9351:39 77.03523:109 77.03867:790 90.90363:334 93.05655:70 94.06543:3838 105.04133:19 116.00426:15 117.06248:10 122.03225:34 122.042:34 131.92793:23 134.01463:24 150.02702:23 150.08588:52 150.12309:24,0,0.25547804418476433
103,Unknown,10010,3.45625,3.541883,3.673533,177.1382,9520.25,43947.203125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,174.1708,177.13825:2676 178.14036:374,53.0402:69 55.0544:2138 56.04365:122 56.05025:2258 57.07058:60 59.04917:67 59.92925:10 67.05485:224 71.93857:10 77.03953:16 79.05299:19 81.0324:23 82.06458:96 84.08111:3591 90.00766:11 91.05323:37 93.06978:39 97.94567:10 98.9826:22 105.06745:23 119.08527:29 120.08114:26 121.02831:35 123.05665:24 131.08369:48 133.10265:34 136.12:10 149.02373:41 151.02165:8 159.11676:18,0,0.1752654407397341
106,Unknown,10010,3.452833,3.541883,3.643033,216.1378,1865.25,8268.1513671875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,144.7499,216.13781:798 217.14493:99 219.17198:76,65.03775:20 67.05485:116 106.06962:20 115.9652:20 130.06548:20 132.07095:94 132.0811:540 156.89754:20 216.04819:21 216.14041:66,1,0.5509981404055015
107,Unknown,10010,3.435333,3.541883,3.83865,233.1653,649442.625,2997286.75,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,16271.41,233.16525:183509 234.16923:27707 235.17236:2222 236.17463:238,53.03851:145 55.05412:7913 56.04997:12878 57.03327:1591 57.06955:239 65.03821:58 67.0537:938 68.04953:30 69.0584:44 77.03655:37 82.06593:463 83.81213:35 84.08158:51027 85.0832:37 86.05982:38 94.06493:1038 106.06502:76 117.0555:42 120.0805:212 132.08038:681 140.10635:37 150.07063:29 150.09106:5927 160.10915:16 177.13828:2651 216.13779:562 233.16518:5134,1,0.8619292942689918
109,Unknown,10010,3.421383,3.541883,3.639483,235.1724,9163.375,47137.44140625,,[M+H]+,M + 2,isotope of 107,,,,,,,999,False,False,False,,,,,,107.163,235.17236:2222 236.17463:238,53.03806:30 55.0544:719 56.04952:1126 57.03356:75 57.05281:416 57.06095:189 58.03662:104 58.05529:34 58.07322:43 59.03787:67 67.05485:73 68.06039:87 77.03609:24 82.06369:33 84.08111:4754 85.08364:3215 86.08756:649 94.06447:125 95.06828:117 96.07356:40 113.96292:28 121.08331:33 134.08954:27 149.09792:20 150.09067:144 151.09393:349 152.09692:279 177.14056:63 178.14268:121 179.10695:149 179.14369:122 218.14687:69 235.16307:107 235.17059:830,0,0.24842495055869268
110,Unknown,10010,3.41795,3.541883,3.639483,255.1447,1989.9375,8902.53125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,61.05215,255.14472:557,55.0544:46 69.03188:52 81.07123:20 84.97517:20 95.08548:20 161.09392:20 167.0695:20 177.16534:20 192.84468:21 237.14403:21 255.14603:54,0,0.10710672653868755
111,Unknown,10065,3.452833,3.606383,3.75245,529.4027,4498.0,18489.212890625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,1048.757,529.06893:20 529.40269:1320 529.88097:14 530.40461:408 531.40748:65 534.29487:18,60.04692:8 70.06519:44 74.09798:7 84.08199:10 86.09572:17 110.07029:6 112.1088:35 120.07896:24 129.10129:11 136.07191:13 153.10197:4 154.12254:10 166.0864:10 340.26425:31 358.27527:48 376.28854:38 400.28448:12 413.31558:28 418.29889:14 429.33966:7 487.35419:339 501.28299:8 527.64893:8 529.37067:19 529.39996:6406,0,0.13427721655218738
113,Unknown,10142,3.4319,3.65,3.766417,256.0143,2296.75,7905.6884765625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,442.636,256.01426:506 257.01751:57 257.11496:23 257.24701:49 258.0117:304 259.01412:38 259.19085:44 260.01058:40 261.01212:13,55.0187:48 55.05434:14 58.04178:16 69.06927:4 84.08641:4 88.07524:4 93.06874:4 95.08442:3 102.08838:4 115.02956:2 121.10044:3 122.99889:21 124.07209:3 126.99359:4 131.05885:3 138.01694:4 144.95663:3 148.90749:2 150.01006:11 151.00581:4 151.01907:28 152.00974:9 156.96121:30 158.97565:81 159.97095:8 163.9995:4 165.02045:78 166.02814:77 171.97157:57 172.96542:11 173.98801:40 175.00711:4 178.01691:16 179.02542:9 180.03021:4 183.96982:35 185.98701:44 186.98299:62 192.03262:3 193.04054:15 196.96513:7 197.08347:4 198.98164:6 210.11536:4 210.98161:157 211.97951:18 213.99527:19 220.01399:4 220.03725:34 221.04465:7 229.0042:34 238.98752:6 255.17706:5 255.18959:4 256.01553:2573 256.26498:23,0,0.10994693527103823
116,Unknown,10208,3.58055,3.699617,3.7804,371.2323,6152.1875,27286.443359375,,[M+H]+,M + 0,similar chromatogram in higher mz_118; similar chromatogram in higher mz_119; similar chromatogram in higher mz_120,,,,,,,999,False,False,False,,,,,,81.01537,371.10389:136 371.21342:34 371.23231:1495 371.31542:106 372.10164:70 372.21511:21 372.23781:380 372.31914:31 373.09885:51 373.55342:128 374.05567:28 375.19219:15,55.05436:59 56.05021:15 57.0698:94 70.06598:17 71.08633:99 72.07993:26 73.04691:613 77.03689:10 83.04784:40 84.08015:180 86.09568:15 89.05963:17 93.06877:19 96.08118:40 97.02901:7 98.09701:75 101.06093:208 111.04428:290 115.05589:5 118.06577:12 121.06489:1146 129.05557:497 131.07462:14 132.07988:25 135.07997:14 136.06155:24 146.07771:15 146.09785:994 147.06512:30 149.04395:23 150.09296:77 158.09689:705 160.11115:18 162.0907:74 172.11307:20 176.10732:24 177.13911:12 180.10132:12 185.09512:11 188.14301:132 189.13799:2924 201.1225:14 202.12331:709 204.13797:3155 205.13641:11 206.14433:25 211.10844:11 216.14024:94 222.1494:220 233.16481:24 245.16609:2584 250.9651:24 261.19565:29 266.99112:38 267.00073:551 268.97617:15 269.14984:21 281.04919:70 285.00885:74 297.19424:50 353.22198:696 355.07043:111 371.20374:14 371.23587:238,1,0.5570395462770646
118,Unknown,10219,3.639483,3.712967,3.858783,415.255,2141.0625,9292.59765625,,[M+H]+,M + 0,found in higher mz's MsMs_120; found in higher mz's MsMs_119,,,,,,,999,False,False,False,,,,,,113.2636,415.25502:556 416.23842:30 416.25642:149 416.29042:46 416.37443:225 417.37918:68 419.31403:68 420.24193:20,57.07202:7 60.04461:11 70.0627:17 72.08159:15 84.07925:19 85.08448:7 86.09568:26 87.04333:30 89.06055:869 117.09104:10 121.03685:7 130.08549:9 131.06902:24 133.08559:408 159.0919:17 159.11417:26 175.09666:7 177.11172:122 202.12331:10 217.1517:7 221.13512:15 235.13434:7 239.15131:13 243.18242:7 246.16171:7 274.14221:7 326.97021:20 370.17136:7 371.22452:11 415.25278:18,0,0.048044345517211484
119,Unknown,10219,3.639483,3.712967,3.835183,432.2798,4703.4375,20214.171875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,218.161,432.22273:21 432.24311:33 432.2798:1273 433.28314:210 433.7383:19 434.28765:61 435.28515:15 436.34316:47 437.23847:81,67.0532:7 70.06517:30 73.06451:28 84.08016:15 87.04426:105 89.05964:2425 91.07469:27 117.08893:15 127.04337:7 129.10236:24 131.06902:50 133.07883:19 133.08675:1655 170.06155:7 175.09669:46 177.11305:786 193.01613:7 195.12328:29 219.12949:7 221.13805:137 239.14983:30 259.0676:7 265.16504:63 283.17816:29 309.18814:47 322.19302:7 327.20074:33 328.96567:13 335.1983:7 343.02005:11 353.2294:12 369.23462:7 371.21323:20 371.22269:75 397.25211:11 415.22885:16 415.25082:436 416.03827:12 432.28574:13,0,0.007891803748391926
120,Unknown,10219,3.541883,3.712967,3.83865,460.3103,5892.1875,25422.185546875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,235.5843,460.27459:24 460.31034:1615 460.76264:19 461.31621:301 462.14825:17 462.31897:80 463.31859:19 464.28549:29 464.3721:49,60.04537:10 70.06598:29 72.08076:11 73.0645:20 82.06363:7 84.08195:16 86.09568:29 87.04425:71 89.05963:1423 91.07468:12 103.0365:13 115.07271:7 120.07783:9 120.08105:25 129.10123:26 131.06902:83 133.07654:12 133.08672:1343 147.11507:7 157.13326:15 159.0919:22 172.09506:7 175.08888:13 177.08041:11 177.11172:888 182.12769:7 185.13248:7 195.12325:17 216.13017:7 219.12364:15 219.13091:7 221.13802:218 222.1494:7 239.15131:35 248.14822:7 253.16422:7 265.16342:95 283.17316:67 309.18982:63 309.20535:20 327.19717:86 343.17981:10 353.21829:16 369.21198:8 371.22641:114 397.24231:14 415.19284:13 415.21683:14 415.25278:959 416.2562:11 454.80374:7 460.26178:13 460.2807:34 460.31226:519 460.34589:14,0,0.03159505374414817
128,Unknown,10417,3.7263,3.804983,3.951167,258.2135,2561.75,9070.6943359375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,133.5427,258.21351:680 258.71782:193 259.18949:26 259.21474:38 261.15965:14 263.15635:21,55.05511:18 67.05323:18 69.0677:7 69.07014:53 70.06355:7 79.05471:10 81.07033:23 84.07929:18 86.09754:355 88.07439:8 91.05414:7 93.06976:17 95.08641:16 97.06286:6 98.09705:156 99.10354:54 100.11321:948 101.1142:8 105.07043:9 107.08463:14 109.10566:8 117.072:7 119.08524:15 121.09623:9 125.09743:9 131.08478:9 133.09921:16 135.11536:10 136.87469:8 143.08624:8 145.09959:11 147.11513:9 149.13139:8 157.10139:9 159.11548:16 161.13493:23 163.10327:8 171.11534:16 173.13321:14 175.14864:8 178.631:15 197.13043:12 199.1478:8 201.1657:9 206.6599:7 209.12064:4 211.147:14 213.16167:19 227.17894:7 244.20937:4 249.20724:97 249.70889:18 253.19086:24 258.18958:7 258.2132:342,0,0.03523477520192295
129,Unknown,10417,3.51565,3.804983,3.965167,515.4215,3172.0625,11264.828125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,660.921,515.42148:623 516.30317:84 516.42123:236 516.79332:28 517.30154:41 517.42418:32 518.30534:30 519.14035:329 519.30118:17 520.13699:185 520.33151:33,70.06601:15 72.08079:14 84.04604:7 86.09663:12 100.11125:15 129.10463:16 136.0742:12 338.28348:10 356.29263:27 374.29834:7 374.30594:29 395.15274:4 416.30438:9 416.31638:14 515.42139:5263,0,0.13427721655218738
133,Unknown,10483,3.794383,3.845667,3.9547,339.2075,2725.1875,10105.2685546875,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,139.9519,339.20752:584 340.21028:121 341.01899:25 342.01717:25 342.21118:14 344.18884:16,55.05512:4 56.04951:7 57.06909:4 65.03694:2 69.06933:4 72.08163:4 77.03607:4 77.03951:6 81.06857:5 84.0811:122 86.09664:4 91.05228:5 93.07166:13 95.08929:2 103.05746:5 109.10158:5 117.01898:4 120.07789:4 121.06603:856 126.08837:3 126.08947:5 132.07996:11 136.07765:15 148.07384:4 150.09064:41 160.11122:7 161.13246:3 162.09079:51 171.1179:4 173.0984:4 174.09421:6 176.10609:9 177.13791:4 192.10345:7 202.12202:116 203.49152:4 204.13948:2181 205.14215:4 209.13199:4 216.89621:5 219.14989:137 231.14854:4 239.06805:4 246.14801:4 271.02682:2 297.19608:15 303.15741:4 321.14703:7 339.20728:1612 339.27588:5,0,0.4439685301175447
