PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
221	Unknown	11583	4.53305	4.658533	4.846	612.3231	2321.75	11864.974609375	null	[M+2H]2+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	165.0463	612.18487:253 612.32313:707 612.57543:749 612.82293:524 613.07776:315 613.18699:113 613.32537:108 613.37878:31 613.58273:23 613.88144:23 614.18265:58 615.18154:16 616.32239:18	56.04873:10 58.06942:2 60.04384:12 70.06514:435 71.06978:6 72.08074:62 73.04605:8 75.39376:2 77.04031:8 84.04508:251 85.04649:5 86.09657:211 87.10185:10 93.06875:3 101.06977:163 102.05571:45 102.07551:7 103.05339:22 115.08741:7 116.07067:8 117.06555:8 118.06574:5 120.08102:1918 121.08427:82 129.1012:24 130.04745:5 131.05214:5 132.10126:120 133.10591:7 134.9478:2 136.07526:7 145.06171:8 147.05795:4 147.06509:14 147.07698:8 149.04391:5 149.05946:3 165.10233:120 166.08752:6 166.10269:7 183.11589:4 186.09134:8 186.12611:6 187.10635:11 196.14056:4 197.12891:80 198.13078:15 199.10892:97 200.10748:8 204.10291:4 207.03194:7 214.11864:9 215.09949:7 216.13586:15 217.09676:4 217.13576:16 219.14536:2 221.08258:111 222.0836:42 223.06493:10 223.08102:51 225.12524:10 226.11768:8 227.08421:5 227.10194:434 228.10612:23 231.1111:22 231.14835:4 232.11812:5 234.12222:18 235.14029:4 239.09515:4 241.088:4 242.08447:4 242.15005:141 243.13344:180 244.12801:69 245.11539:13 245.12766:33 246.13399:4 249.12352:31 250.12714:4 252.96611:4 256.13321:4 257.198:4 259.10535:14 260.11307:4 260.16049:81 261.16391:7 262.12006:25 263.13995:5 266.99423:17 267.99789:15 268.9986:14 273.12219:5 276.13565:126 277.1188:38 278.11514:4 281.05075:71 282.05084:29 283.04773:60 287.00812:4 292.16776:29 293.16556:4 296.10345:4 297.07587:6 326.96661:5 328.16418:30 328.96555:5 329.1416:7 341.03296:4 343.01447:6 344.19559:6 346.17532:20 355.07034:282 356.04263:4 356.06854:141 356.16101:16 357.06625:420 358.06909:8 361.18661:4 370.27878:4 371.0979:14 372.09753:5 373.10043:12 373.17047:8 374.17102:114 375.16528:9 379.19949:13 387.16476:5 388.73453:4 390.20093:68 391.16199:21 391.17944:6 391.2027:21 392.1611:3 400.98468:11 401.98251:7 402.9855:14 405.17871:5 407.19193:25 407.22949:18 408.19543:5 415.03897:16 416.0361:12 417.03644:39 424.18552:10 433.17264:4 439.24307:4 457.20468:4 475.23123:6 484.21881:12 485.20511:4 490.05618:4 491.05927:16 491.22873:4 493.23615:4 498.27151:7 498.60638:7 498.94791:4 501.93689:4 502.22684:27 503.95285:15 504.28741:9 507.61029:7 508.27972:2 510.76688:5 511.01505:4 513.28229:5 513.61993:7 517.28546:4 521.24152:5 531.81799:10 532.30865:4 535.28925:9 536.28308:6 538.2326:6 538.31219:4 541.29126:5 541.62201:4 544.61475:4 546.9599:9 546.96448:23 547.30383:15 550.29382:10 550.62036:15 550.95166:8 552.96686:6 553.30579:6 556.30054:46 556.63123:29 556.96893:5 562.30035:4 575.29669:3 579.1214:23 579.64288:4 580.3299:9 583.32574:4 585.66022:4 587.24359:4 588.64838:20 588.98138:27 589.31451:6 589.98816:9 590.31439:15 590.65265:10 590.97913:4 593.31445:4 593.63922:5 595.99176:37 596.3197:31 596.99493:4 599.31812:19 599.64691:22 599.98303:20 600.30963:5 605.26038:5 605.31824:112 605.65594:80 605.98651:30 606.32678:4 607.80975:4 612.14838:22 612.18231:184 612.35211:4 612.47101:4
222	Unknown	11583	4.35505	4.658533	4.87235	612.5754	3282	16746.677734375	null	[M+2H]2+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1404.295	612.18487:253 612.32313:707 612.57543:749 612.82293:524 613.07776:315 613.18699:113 613.32537:108 613.37878:31 613.58273:23 613.88144:23 614.18265:58 615.18154:16 616.32239:18	
223	Unknown	11583	4.53305	4.658533	4.97195	612.8229	2231.9375	11282.78125	null	[M+2H]2+	M + 1	isotope of 221	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	503.6743	612.32313:707 612.57543:749 612.82293:524 613.07776:315 613.18699:113 613.32537:108 613.37878:31 613.58273:23 613.88144:23 614.18265:58 615.18154:16 616.32239:18	
224	Unknown	11583	4.413967	4.658533	4.8592	613.0778	1217.9375	5798.48876953125	null	[M+2H]2+	M + 1	isotope of 222	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.38715	612.82293:524 613.07776:315 613.18699:113 613.32537:108 613.37878:31 613.58273:23 613.88144:23 614.18265:58 615.18154:16 616.32239:18	
225	Unknown	11583	4.49715	4.658533	4.945267	816.0984	1213.6875	6006.54052734375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	580.4843	816.09836:359 816.43445:472 816.7594:257 817.09562:160 817.4263:85 817.75986:39	
226	Unknown	11583	4.520017	4.658533	4.87235	816.4344	1704.8125	9726.494140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	777.1529	816.09836:359 816.43445:472 816.7594:257 817.09562:160 817.4263:85 817.75986:39	
227	Unknown	11583	4.3052	4.658533	4.792683	816.7594	1235.375	6180.98583984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	444.686	816.43445:472 816.7594:257 817.09562:160 817.4263:85 817.75986:39	
228	Unknown	11594	4.605583	4.671967	4.898317	168.057	1466.625	6614.701171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	102.7368	168.05698:335 169.05859:65 169.08536:30 170.05423:127 170.0977:58 171.14896:102	
229	Unknown	11594	4.605583	4.671967	4.8592	242.1308	1200.4375	5285.68212890625	null	[M+H]+	M + 0	similar chromatogram in higher mz_230; similar chromatogram in higher mz_231; similar chromatogram in higher mz_232	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	63.26411	242.10167:42 242.13065:400 242.17794:41 243.13385:71 243.23169:15 244.12688:87 245.13268:25	
230	Unknown	11594	4.536467	4.671967	4.846	488.335	1071.5625	5714.732421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	54.69579	488.33498:285 489.3298:68 490.32563:25 491.16169:28	
231	Unknown	11605	4.539834	4.68505	4.819334	541.3192	1979.375	9308.3896484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	107.4562	541.31921:583 541.65681:486 541.98767:230 542.32549:39 545.36138:30	53.03948:7 60.05529:7 70.06603:115 72.07998:89 84.08111:14 86.09574:324 110.07238:13 120.08221:14 126.05426:7 129.10245:97 150.04382:13 156.11511:13 158.09084:8 173.13068:8 175.12013:60 183.1479:10 185.16461:112 186.16776:17 191.12376:7 197.12773:17 199.10912:93 208.10834:9 209.16179:7 213.15884:48 215.13705:10 222.1291:28 224.08385:8 225.12398:384 226.12672:37 227.10364:92 239.08476:7 240.1333:34 243.11839:11 243.13367:329 244.13742:22 245.56857:7 252.15158:7 258.1424:8 268.13617:7 271.17377:15 274.15701:7 276.16849:7 279.52145:7 284.04337:10 284.05164:17 286.14877:7 288.20038:50 289.20474:17 314.20554:61 323.12292:7 342.19467:20 342.20374:125 343.20908:32 355.19632:43 357.21109:7 386.04721:7 389.89349:36 390.22842:18 401.27957:11 401.28745:68 402.2915:10 406.21964:7 407.24176:16 413.19611:14 420.03503:10 424.23438:7 427.9252:12 455.28085:11 462.78079:14 471.28857:79 471.78455:28 472.28934:7 484.25595:13 485.26389:7 497.28561:10 498.63748:16 502.26465:38 503.26697:8 508.11227:13 526.80719:26 535.80243:14 535.80469:31 536.30627:20 538.34454:81 539.34583:22 541.25757:13 541.30774:12 541.31915:29
232	Unknown	11605	4.4273	4.68505	4.97195	541.6568	1815	8446.1181640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	823.7481	541.31921:583 541.65681:486 541.98767:230 542.32549:39 545.36138:30	
233	Unknown	11616	4.605583	4.6984	4.931983	411.1721	8491.375	37070.20703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	464.8679	411.14032:38 411.17213:2584 412.17855:410 413.16827:707 414.17314:174 415.03542:39 415.15925:36 416.16454:22	55.05511:21 56.0495:21 69.07095:19 70.06518:18 92.0258:61 94.06539:14 97.02809:16 103.03853:12 110.06:13 112.10775:451 112.1119:6453 126.05423:12 132.02361:30 146.03275:12 146.03513:19 152.06786:42 153.05225:12 154.12498:26 157.13332:22 158.1179:173 158.14256:5 164.04733:110 170.03731:20 171.02173:12 174.0321:11 180.06456:54 182.05765:172 183.04704:21 188.0463:45 189.03159:31 192.04228:133 198.11021:5 200.07156:15 200.1284:32 206.05856:291 210.05869:23 216.08702:38 219.02507:32 224.06911:885 228.07224:14 231.12317:12 234.05339:132 236.04926:17 252.06435:381 254.04791:26 254.06197:248 261.13873:25 264.04889:30 264.09033:24 272.04932:12 272.07196:717 282.05432:127 285.18274:18 291.1467:82 291.17346:28 299.15283:11 303.14713:122 309.18304:16 317.16287:33 321.15753:173 327.19019:70 335.17508:41 345.15674:75 363.13821:39 363.16809:2731 375.15033:26 393.15979:169 411.17194:1599 411.20773:36
234	Unknown	11616	4.56565	4.6984	5.012217	412.1786	1636.5625	7244.1494140625	null	[M+H]+	M + 1	isotope of 233	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	49.31119	412.17855:410 413.16827:707 414.17314:174 415.03542:39 415.15925:36 416.16454:22 416.28453:22 416.37254:234	
235	Unknown	11616	4.520017	4.6984	4.846	413.1683	2993	13168.9248046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	96.3829	413.16827:707 414.17314:174 415.03542:39 415.15925:36 416.16454:22 416.28453:22 416.37254:234 417.37729:51	69.07016:16 70.06767:7 88.05141:7 94.02454:20 95.08357:9 103.02364:7 110.06209:7 112.11297:2520 113.11684:54 114.11785:29 134.01689:12 146.07545:7 148.03212:14 152.07275:12 157.13338:15 158.11797:96 164.04613:13 166.04349:25 174.08002:11 180.06329:17 182.06035:15 184.05511:57 185.94177:7 188.09206:12 190.04247:12 192.0437:12 194.03902:36 201.8643:7 206.05582:19 208.05602:98 210.0957:7 221.02158:13 224.06915:37 226.0663:282 234.05795:25 236.04932:45 238.06122:7 249.16245:7 252.0582:22 254.05267:13 254.05891:123 256.06128:83 258.76172:7 264.09039:11 267.17072:11 274.06937:201 284.05328:37 285.18283:9 289.11972:7 291.18024:7 293.14236:20 298.19235:7 301.15527:7 303.14893:14 305.14572:54 321.15588:22 323.15817:40 325.22678:7 327.19028:45 337.17023:21 347.15762:30 355.85803:7 359.14984:7 363.16821:86 365.14548:46 365.16611:981 371.94473:7 377.15436:10 395.15671:77 413.15225:18 413.1702:627
236	Unknown	11627	4.520017	4.711767	4.898317	251.186	2006.875	20496.642578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36.60171	250.99975:33 251.1644:24 251.1846:418 252.18925:84 253.00096:30 253.14599:14 254.97411:15 255.11344:19 255.26691:22	
237	Unknown	11627	4.507667	4.711767	4.819334	323.2131	1343.25	5955.234375	null	[M+H]+	M + 0	similar chromatogram in higher mz_235	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74.50642	323.19192:27 323.21306:358 324.21486:112 325.22175:35 327.00971:35 327.20651:25 328.15409:15	
238	Unknown	11627	4.618866	4.711767	4.846	696.4341	2291.75	10716.5888671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	192.5592	696.37726:36 696.43417:706 697.3865:20 697.43828:253 698.44052:48 699.43829:16 701.38925:23	86.09483:14 87.04522:43 89.05969:248 117.089:14 120.08436:30 131.07246:63 133.08455:304 166.09021:10 173.11131:10 175.09679:44 177.11314:332 219.11945:34 221.13672:143 221.45462:10 229.11719:11 246.15729:10 263.15927:10 265.16519:77 265.17319:10 267.17874:42 281.1102:24 307.18002:11 309.19003:81 353.22223:77 353.24802:37 371.2229:19 397.24454:49 399.26147:11 410.40314:11 415.24908:31 441.26743:30 459.28256:24 472.75812:11 485.28979:40 529.33472:27 547.35248:48 591.35388:66 596.31787:39 635.36987:36 635.39453:32 679.37805:52 679.40869:982 680.4209:20 696.34894:31 696.40582:36 696.43689:1322
239	Unknown	11627	4.4273	4.711767	4.918667	724.4664	1426.875	6820.89306640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	250.956	724.46634:448 725.47725:214 726.16126:15 726.48093:59 727.14956:22 729.06994:25	
240	Unknown	11649	4.63215	4.738767	4.846	107.0851	2820.8125	15578.4765625	null	[M+H]+	M + 0	similar chromatogram in higher mz_241; similar chromatogram in higher mz_242; similar chromatogram in higher mz_243; similar chromatogram in higher mz_244; similar chromatogram in higher mz_248; similar chromatogram in higher mz_245; similar chromatogram in higher mz_247; similar chromatogram in higher mz_250; found in higher mz's MsMs_249; found in higher mz's MsMs_245; found in higher mz's MsMs_243; found in higher mz's MsMs_241	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.54756	107.04859:62 107.06887:35 107.0851:739 108.0795:65 108.08867:84 108.91577:31 109.09795:28 109.10204:92 111.04378:108 111.0789:49 111.11713:37	51.02017:39 63.02194:26 65.03465:88 65.0386:583 77.03961:282 79.05394:110 91.05519:906 92.06166:87 105.06956:87 107.08578:45
241	Unknown	11649	4.63215	4.738767	4.846	135.0805	3240.75	16631.208984375	null	[M+H]+	M + 0	found in higher mz's MsMs_245; found in higher mz's MsMs_243	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.62311	135.04409:115 135.08054:1061 135.11473:48 136.06214:210 136.08387:111 137.05992:30 137.12993:20 139.0745:23 139.11149:36 139.12306:47	51.02297:88 53.03526:10 62.01278:10 65.0386:1539 67.05331:32 77.03961:340 79.04958:34 79.05481:623 91.05519:5769 92.06072:113 93.90206:21 103.05459:90 105.07057:1610 107.08578:870 119.06079:70 120.05656:21 135.04375:60
242	Unknown	11649	4.53305	4.738767	4.87235	165.0753	2776.4375	14635.564453125	null	[M+H]+	M + 0	found in higher mz's MsMs_245	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	63.02376	165.07529:837 166.08063:52 166.98512:24 167.08521:34 167.10422:31 167.15364:63 169.0869:43	53.03874:107 55.018:89 55.05436:139 56.9425:40 57.03352:152 61.02698:47 65.0377:42 66.04559:10 67.0532:54 69.03427:527 71.01197:18 71.0508:20 73.02597:64 77.04292:14 79.05293:27 81.02793:10 81.07206:39 83.04874:103 85.02843:166 91.05317:69 93.07256:24 95.08351:25 100.93089:10 105.06939:55 111.04016:15 111.04326:38 119.08626:28 123.96407:10 137.05936:33 150.10619:17 165.12633:36
243	Unknown	11649	4.536467	4.738767	4.87235	299.1484	3773.8125	19532.267578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	69.86608	299.14844:979 300.15471:164 301.12014:183 301.14056:30 302.04112:35 302.10246:103 303.10686:21	53.03811:67 55.01737:179 55.05445:370 57.03065:25 57.03362:588 57.0699:38 59.04923:44 59.06731:10 61.02861:331 65.04019:83 69.0352:3238 71.05009:202 73.02777:95 73.06631:25 75.04448:16 79.05394:70 81.02366:10 81.03336:114 83.04977:1209 83.96079:10 85.02858:1065 87.0444:260 91.05426:327 99.04415:181 101.05716:12 101.0611:37 103.03867:247 103.05559:26 105.07057:251 107.08578:2743 109.10171:34 111.04448:613 119.08539:253 129.04578:24 129.05579:481 135.07336:72 135.08134:2535 145.0986:39 147.05943:20 147.06657:105 165.07495:35 248.98943:32 250.98573:28 265.01706:123 267.01721:49 281.05133:374 283.05325:92 299.06509:31 299.24142:25
244	Unknown	11649	4.64525	4.738767	4.846	321.1284	2104.75	9795.3837890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	87.79327	321.12838:596 322.13574:109 323.21165:156 324.21697:61	178.99957:20 183.11758:20 215.10422:20 250.07028:21 259.24161:21 289.24173:21 321.13162:1281
245	Unknown	11649	4.64525	4.738767	4.87235	344.2056	9104	45073.05078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	289.1573	344.17835:39 344.20563:2122 345.19753:40 345.2121:373 346.21275:61 348.2751:349	55.01873:23 55.05436:73 57.0313:55 59.0529:12 61.02698:51 69.03346:1207 71.04749:53 73.02597:12 81.03323:40 83.04874:252 85.02934:274 87.04334:105 89.05871:22 91.0354:18 91.05411:49 99.04301:54 103.0385:151 103.04746:10 105.07341:20 107.0856:426 111.04429:290 119.08626:192 129.05446:954 135.07999:1792 147.06395:409 163.10947:10 165.07719:477
246	Unknown	11649	4.63215	4.738767	4.87235	345.2121	1687.375	8802.333984375	null	[M+H]+	M + 1	isotope of 245	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	45.31372	345.19753:40 345.2121:373 346.21275:61 348.2751:349 349.26552:19 349.28018:72	
247	Unknown	11649	4.64525	4.738767	4.80595	369.2166	3915.375	17856.380859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	164.383	369.16766:18 369.21663:956 370.2043:86 370.22128:251 370.26089:35 371.10076:148 371.20841:38 371.31418:132 372.09662:60 372.21387:196 372.31979:37 373.09761:69 373.22069:126 373.55408:112 374.21371:29	56.05031:187 65.03781:20 82.06466:366 96.08231:20 100.07411:191 101.26914:20 103.07052:20 107.04724:23 121.06294:654 132.08011:36 146.09692:79 150.08722:29 150.09203:101 158.09717:79 166.09293:20 188.14468:49 189.13832:258 193.13358:406 202.10136:21 202.12225:173 204.13693:21 217.20409:20 220.1337:63 232.14249:21 238.91983:35 245.16652:129 249.16115:1916 253.78896:21 292.10632:21 369.19946:55 369.2164:970
248	Unknown	11660	4.63215	4.752417	4.87235	330.2619	1126.625	6800.35693359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	44.82267	330.26189:325 331.26741:69 333.27766:13 334.27521:58 335.22041:17	
249	Unknown	11660	4.64525	4.752417	4.87235	348.273	2634.125	14461.8115234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	170.0714	348.19802:13 348.27303:710 349.27627:154 350.27544:29 352.3388:19 353.06784:76 353.22258:118	55.05365:48 57.06834:37 61.02776:10 67.05081:43 67.05402:334 69.07421:39 71.04917:66 79.05034:11 79.05383:107 81.0712:209 83.0854:64 85.06372:29 91.0532:61 93.05462:10 93.06786:145 95.08449:196 97.06382:50 97.10149:36 99.04109:25 99.08109:45 105.06842:46 107.08463:96 109.10259:111 111.08048:40 111.11665:15 113.06052:117 117.06881:49 119.08416:64 121.0919:23 121.10053:299 123.08162:14 123.11316:29 125.09633:35 128.10744:13 131.08253:22 131.08813:53 133.09921:108 135.11192:24 135.11649:226 136.06276:42 137.09497:32 139.11212:16 145.10077:54 147.11749:52 149.09428:19 149.13139:179 151.11197:43 153.12624:20 155.10622:72 157.10506:24 159.11546:53 161.1312:80 163.11076:28 165.01428:10 166.12302:44 167.1252:10 169.12202:21 170.11658:29 171.11789:51 173.13191:34 175.14734:59 177.12614:48 179.14101:25 179.15675:10 181.19891:10 184.12822:22 185.13121:63 187.14806:27 189.16502:35 195.13976:22 196.1709:10 197.15794:10 207.17316:10 213.16309:30 221.15414:28 225.10628:10 231.21111:53 235.20509:25 238.16402:10 241.19319:115 247.20879:15 249.22118:73 259.20496:115 267.11456:10 276.23358:23 277.21527:405 294.246:32 295.22211:58 312.25192:42 326.07581:11
250	Unknown	11660	4.500683	4.752417	4.898317	881.4479	1346.125	8747.9462890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	522.7012	881.05218:77 881.25005:294 881.44794:289 881.64877:257 881.84671:197 882.04467:114 882.24266:39 882.44649:38 884.44819:20 884.84763:21	
251	Unknown	11682	4.711767	4.779183	4.87235	336.2889	2120.3125	9636.2861328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	82.72935	336.28889:568 337.29273:179 338.25299:23 341.01887:31	58.06571:135 91.05412:300 215.88672:21 226.21359:114 228.23061:254 244.22615:522 318.2811:67 336.29044:2041
252	Unknown	11682	4.63215	4.779183	4.898317	534.351	6597.9375	29529.29296875	null	[M+H]+	M + 0	similar chromatogram in higher mz_254	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	239.2478	534.32834:55 534.351:1766 535.35078:497 536.16535:380 536.36285:82 537.16456:184 538.16698:122 538.36484:14 539.16577:63 539.30235:43	59.04915:1045 67.05804:7 73.06537:49 85.02665:7 87.04337:129 89.06059:1252 91.07378:8 103.07535:1427 117.09215:70 131.07018:66 133.08565:1060 135.10052:21 147.10323:933 157.08786:7 160.08018:7 161.11874:28 175.09544:75 177.1131:859 178.11646:7 189.10841:7 191.12778:130 201.74727:7 209.14046:11 219.12083:46 221.13811:187 232.11378:7 235.15247:55 249.1701:7 253.16743:19 265.16513:81 267.17865:13 277.15326:7 279.17896:33 283.18317:14 288.14871:7 295.10925:7 309.19513:55 319.53635:7 323.20917:39 330.17947:7 341.2124:13 341.21967:38 353.21844:55 362.17493:7 367.22949:18 371.22656:12 376.19916:7 385.23666:24 385.25012:27 392.12643:7 397.24051:29 411.2594:12 415.25095:14 427.10217:7 429.25839:18 429.27261:47 438.77505:7 457.72495:7 473.29739:52 517.29474:61 517.32373:816 518.32532:14 534.35101:630
253	Unknown	11682	4.536467	4.779183	4.885334	535.3508	1722.3125	7525.873046875	null	[M+H]+	M + 1	isotope of 252	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.55388	535.35078:497 536.16535:380 536.36285:82 537.16456:184 538.16698:122 538.36484:14 539.16577:63 539.30235:43	
254	Unknown	11682	4.578883	4.779183	4.901883	562.382	2700.3125	12050.1640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	200.152	562.38199:691 563.38438:178 564.19206:119 564.38534:45 565.19606:70 566.19396:58 567.1834:19	59.04991:100 59.06271:10 70.06601:26 73.06453:24 86.09571:43 87.04337:21 87.10099:10 89.05966:228 95.04722:10 103.07137:14 103.07635:264 111.07532:10 120.08003:15 131.07355:16 133.08565:200 136.07648:19 147.09966:190 175.10063:10 177.1118:147 185.16457:10 191.12778:52 217.12868:10 221.13957:45 232.09288:10 235.15097:21 265.16833:38 309.19168:24 323.22681:11 348.06952:11 353.22397:26 481.19528:11 517.30811:44 517.31927:215 562.34253:34 562.37976:1068
255	Unknown	11693	4.68505	4.792683	4.918667	218.2108	47134	204715.890625	null	[M+H]+	M + 0	similar chromatogram in higher mz_257; similar chromatogram in higher mz_258	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2493.868	218.1558:15 218.21082:14965 219.13712:22 219.17195:47 219.21403:1900 220.18173:93 220.21519:137 222.11329:35 223.06246:217 223.11225:23	55.05365:25 57.06982:976 58.06498:101 60.04388:13 62.06057:70 67.0476:7 68.04824:26 69.06851:26 70.06436:1406 71.08553:426 72.08079:16 74.06:13 81.06944:9 83.04966:17 84.05232:26 86.06206:16 88.06795:12 88.07623:2409 89.05966:13 91.05133:10 101.05998:15 102.09143:649 106.08675:1094 111.04433:12 130.02965:13 130.05536:7 132.96919:11 132.97258:32 156.17509:112 172.16844:12 174.08385:24 174.18474:227 200.18666:25 200.20053:1506 218.19022:12 218.21194:5828 218.2467:14
256	Unknown	11693	4.6984	4.792683	4.918667	219.214	6176.5625	27139.115234375	null	[M+H]+	M + 1	isotope of 255	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	135.304	219.13712:22 219.17195:47 219.21403:1900 220.18173:93 220.21519:137 222.11329:35 223.06246:217 223.11225:23 224.06355:35 224.12812:83	
257	Unknown	11693	4.552683	4.792683	5.038917	328.1611	1257.8125	8312.87890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.46724	328.1611:327 329.00337:57 329.15986:50 330.26346:85 331.2672:22	
258	Unknown	11693	4.536467	4.792683	5.012217	373.2202	2764.875	18125.05859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.00697	373.09899:47 373.22019:567 373.55547:171 374.05961:33 374.09753:19 374.23216:158 374.36113:262 375.22652:62 375.36705:118 376.2336:28	58.04107:20 73.04776:210 75.04266:88 88.05229:29 88.05505:20 90.01784:60 97.0271:44 98.98157:29 108.04028:40 108.05658:20 115.10008:20 123.05224:74 125.07109:47 130.06204:20 134.1133:37 135.12671:52 136.06273:865 139.6572:20 150.05215:59 164.06488:20 166.09267:20 176.99045:39 179.05307:29 179.14883:30 194.0799:44 204.05959:78 209.16594:52 222.16991:120 232.08537:28 266.99918:135 268.99713:108 284.03168:124 302.04037:270 312.04227:21 320.05341:311 348.08224:21 355.06866:57 373.35056:102
259	Unknown	11704	4.592233	4.80595	5.012217	174.185	9564.9375	41347.12109375	null	[M+H]+	M + 0	similar chromatogram in higher mz_255	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	182.8348	174.08282:21 174.1268:88 174.18502:3378 174.99456:40 175.13075:33 175.18913:332 176.19093:32 177.05598:33 177.08859:34 177.12903:62 178.06963:18 178.1599:19 179.0665:33 179.10586:44 179.14259:49	53.03303:10 55.05363:47 57.0698:2062 58.06571:200 62.05591:13 62.05977:576 69.07011:35 71.07807:51 71.08551:717 88.02468:48 91.05223:34 106.06349:35 117.05816:116 118.06577:138 130.06425:52 132.08101:149 144.0811:97 145.08891:71 146.09785:28 156.17625:372 158.09567:124 159.10304:68 174.12775:68 174.1601:49 174.18468:834
260	Unknown	11704	4.457167	4.80595	5.038917	175.1891	1121.5	4675.04541015625	null	[M+H]+	M + 1	isotope of 259	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.71529	174.99456:40 175.13075:33 175.18913:332 176.19093:32 177.05598:33 177.08859:34 177.12903:62 178.06963:18 178.1599:19 179.0665:33 179.10586:44 179.14259:49	
261	Unknown	11704	4.6984	4.80595	4.898317	286.2019	2027.0625	9221.76171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.28087	286.20195:656 287.20283:88 288.25206:63 290.21263:23 290.26774:37 291.19875:18	55.05436:89 57.07128:28 60.08108:155 73.02848:10 83.08447:50 85.02934:2649 97.10435:72 98.52662:10 105.9898:10 114.05496:10 123.04678:10 144.10228:47 227.11975:41 227.12714:98 286.12869:33 286.20331:204
262	Unknown	11704	4.68505	4.80595	4.901883	444.2831	1045.75	5507.18603515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.86309	444.28304:276 445.11819:186 446.11768:95 447.11623:69 447.34841:26 448.11588:21	
263	Unknown	11715	4.671967	4.819334	4.918667	374.2322	1944.3125	9088.32421875	null	[M+H]+	M + 1	isotope of 258	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.45503	374.05206:36 374.23219:450 374.36116:235 375.20187:25 375.23605:161 375.36898:93 376.23934:28 376.37435:18	
