PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
47	Unknown	2684	0.9737167	1.044483	1.1136	405.01	6279.8125	31661.998046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	93.80935	405.00997:1149 406.01278:140 407.01287:43	51.02227:2 53.03811:2 55.01882:16 57.06989:5 59.04772:5 69.03357:234 70.02918:8 71.08645:5 80.97425:4 85.10181:4 87.04348:6 96.71464:8 97.02918:7546 98.03116:4 98.98269:12 112.04044:5 113.02001:6 113.03565:317 115.03821:43 136.06178:8 138.05061:4 139.0545:4 148.0406:29 149.02266:8 152.99425:8 155.04416:30 158.98338:5 166.04996:29 167.04558:42 176.99463:244 178.9353:4 178.94974:152 191.04401:25 191.8429:2 195.00584:8 209.05568:99 227.06694:243 232.91679:3 247.88158:4 264.02853:6 267.03482:2 268.85446:6 274.97269:6 278.87637:4 289.01834:12 292.97818:6 296.84335:13 296.85349:11 307.0343:22 314.86475:5 386.86276:4
48	Unknown	2695	0.9807333	1.048017	1.127283	640.0466	11625.875	66944.1953125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	68.56209	640.01187:42 640.04659:1947 640.21772:36 641.05388:331 641.22018:27 642.05451:101	
49	Unknown	2695	0.9807333	1.048017	1.1136	641.0489	2083.6875	11138.2333984375	null	[M+H]+	M + 1	isotope of 48	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.62887	641.05388:331 641.22018:27 642.05451:101 645.98759:35	
50	Unknown	2706	0.9561333	1.05145	1.147767	130.0503	1454.9375	5388.1015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.4884	130.05026:378 130.06592:34 130.97866:22 131.92951:47 133.00699:35 133.10084:34 134.92789:52 135.04406:43	
51	Unknown	3652	1.276917	1.354367	1.435067	194.1174	3123.0625	14807.4228515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.19611	193.93029:57 194.11736:647 195.12114:78	51.0215:5 55.93287:4 56.05024:10 58.06499:772 59.07327:44 60.08035:8 72.93639:18 77.03865:63 79.05471:25 95.0845:3 107.05015:947 110.09395:4 112.08285:2 113.9629:6 134.89325:33 135.04358:2462 136.04791:4 138.05968:4 148.90881:4 152.05579:3 152.90071:27 162.89803:59 170.9128:12 175.91621:8 175.92142:24 179.08067:4 180.91006:47 194.11684:285
52	Unknown	6380	2.148633	2.20315	2.274933	195.1224	2041.75	7461.90380859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.60823	195.12243:428 196.12469:57 197.15153:19 198.12311:12 199.15378:15 199.18007:30	
53	Unknown	6413	2.141867	2.213383	2.312667	206.1379	1209.6875	3644.59252929688	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.00415	206.13787:280 207.03115:126 207.14118:35 208.13138:74 209.13386:15	
54	Unknown	6468	2.179217	2.230517	2.312667	187.1445	1370.5	3757.91235351563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.78791	187.14451:315 188.1503:52 189.16417:25 192.08217:22	
55	Unknown	6996	2.312667	2.394983	2.470833	142.0858	1533.875	4326.44482421875	null	[M+H]+	M + 0	similar chromatogram in higher mz_56	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.70324	141.95863:165 142.08596:312 143.08209:56 144.08288:39 146.05819:36 147.07882:26	
56	Unknown	7018	2.302317	2.401867	2.46395	188.0723	1047.6875	2795.92602539063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	64.97263	188.07229:223 189.07248:31 192.13785:15	
57	Unknown	7502	2.4984	2.553267	2.6337	239.1489	3611.5625	11580.009765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	83.99211	239.10186:20 239.14886:937 240.15195:109 241.15106:22 241.25154:19 243.22887:17	55.05369:14 57.06912:13 59.0492:4 67.05247:11 69.06937:15 70.06441:4 71.08641:5 73.04615:18 73.06794:4 77.0387:3 80.06027:2 81.0695:19 83.08635:6 84.95893:5 85.09995:3 87.04343:10 89.05972:608 93.06887:5 95.04729:4 95.08456:15 97.09962:5 105.06648:4 108.05056:4 109.10062:4 111.08056:3 117.95728:4 119.08532:7 121.10062:5 123.07954:4 131.08598:4 133.06764:4 133.08687:32 143.08398:3 151.03496:4 155.08435:6 165.07233:4 167.08476:5 169.0992:4 170.97314:4 175.07352:4 179.08078:4 183.11349:5 193.01904:4 197.12781:3 204.94295:4 221.08578:5 224.10448:3 239.10912:5 239.14551:3
58	Unknown	7502	2.505283	2.553267	2.6405	284.2074	2552.75	8191.10986328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.1866	284.0504:18 284.20737:674 285.21305:71 285.27596:32 288.20411:18	55.05369:4 55.06169:2 57.0321:4 69.06937:4 73.06626:4 81.07038:4 84.08115:4 87.04434:5 89.05972:460 95.05015:3 133.08687:108 151.09641:18 177.10802:5 177.11192:22 195.1221:12 239.15005:42 249.15945:2 251.96492:12 266.10315:4 267.99988:23 268.01431:9 269.98224:4 284.04681:7 284.23352:4 284.28806:16
59	Unknown	7568	2.491517	2.592817	2.6813	172.1328	1165.9375	4343.73046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.30339	172.13279:263 173.08197:35 173.13485:69 174.12688:72 175.11007:31 176.99085:20 177.1239:45	
60	Unknown	8305	2.759617	2.821	2.903583	586.3324	1497.1875	5032.333984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	95.03829	586.30666:8 586.33277:301 586.66514:309 586.99522:142 587.33965:41	
61	Unknown	8316	2.762983	2.8244	2.903583	440.2489	1013.5625	3384.599609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.35562	439.99804:183 440.24894:217 440.50197:152 440.75301:32 442.73298:24 445.12267:188	
62	Unknown	8316	2.69835	2.8244	2.906967	563.6105	1325.125	4135.48828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	596.2549	563.61045:277 563.95028:232 564.28089:167 564.61627:47 565.19641:50 566.19198:39 568.24416:17	
63	Unknown	8316	2.70515	2.8244	2.917333	586.6647	1414.875	4610.5390625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	395.9859	586.33239:254 586.66475:245 586.99959:187 587.33214:48	
64	Unknown	8327	2.69835	2.827917	2.927667	439.998	1027.3125	3351.17529296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	255.242	439.99804:200 440.24688:176 440.49991:114 441.74965:20 442.56799:16	
65	Unknown	8327	2.7153	2.827917	2.927667	563.9503	1359.9375	3929.00634765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	214.8978	563.61743:232 563.95028:265 564.20172:101 564.28555:105 564.61627:43 565.19875:48 566.19431:55 567.19309:19 568.23014:23	
66	Unknown	8624	2.827917	2.92075	3.057883	130.1588	1403.25	7454.31005859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.37604	130.0637:26 130.15875:351 130.96635:63 131.08417:23 131.16162:35 131.92953:88 133.10199:15 133.9266:37 135.04523:91	
67	Unknown	8668	2.893217	2.944067	3.078767	283.174	2629.8125	12085.654296875	null	[M+H]+	M + 0	found in higher mz's MsMs_68	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.35102	283.17394:560 284.04229:13 284.05551:20 284.17944:125 285.27612:37	55.05372:10 57.06989:14 58.06505:4 65.04018:2 67.05491:8 69.07023:13 70.06527:7 71.08562:10 73.04535:4 79.05567:4 81.06866:7 83.08282:4 84.08209:5 86.094:4 87.04256:8 89.04682:4 89.05977:455 93.07271:2 95.08461:4 97.09968:5 107.08476:3 109.09863:3 114.96147:5 119.08752:4 121.10069:4 123.04481:4 133.08582:57 136.07666:4 157.10403:3 159.11568:8 172.8588:4 177.11201:8 192.1227:4 195.12083:4 196.38676:2 212.13983:4 222.93507:4 250.96552:25 250.9826:11 266.99796:61 267.01718:29 268.97501:10 278.97461:8 283.02026:4 283.04993:46 283.11426:4 283.20334:10 283.23633:9
68	Unknown	8668	2.879417	2.944067	3.047433	328.2343	3077.5625	14454.2099609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	77.90708	328.23433:749 329.00557:28 329.23321:112 330.2425:37 330.99826:21 332.20677:15	70.06526:17 80.97511:4 84.04522:4 84.08028:6 85.08189:2 87.04254:10 88.04044:4 89.05976:546 91.07575:3 98.98462:50 107.07257:4 116.02969:4 129.11034:2 131.07144:4 133.08691:208 151.09526:9 177.1133:88 195.12218:16 221.13982:7 239.15015:25 247.13663:4 265.16382:4 268.03848:5 283.17688:86 300.17133:4 328.15942:4 328.2038:4
69	Unknown	8712	2.903583	2.967517	3.05095	262.2001	1767.3125	5003.08642578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.35242	262.20013:374 263.2011:47 265.18642:13	
70	Unknown	9075	2.957117	3.082183	3.17195	331.1638	1007.6875	3210.0712890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.25695	330.71284:41 331.1658:204 332.17269:40	
71	Unknown	9086	3.019617	3.085717	3.168517	154.123	1619.5	4828.60009765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	102.1096	154.12302:369 155.08472:18 155.12623:42 157.10063:25 158.09621:125 158.15291:100 159.10111:29 159.11595:36	
72	Unknown	9163	3.057883	3.11005	3.19645	438.2421	1047.1875	3377.896484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.83832	438.24207:224 438.74089:111 442.27764:29	
73	Unknown	9218	2.967517	3.127533	3.256367	246.2068	1761.5625	9785.9033203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	126.6614	246.20675:349 247.20757:52 249.18899:15 250.11988:26 250.99969:37 251.18609:22	
74	Unknown	9251	3.082183	3.137967	3.256367	276.1575	2382.75	7707.36767578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	89.20498	276.15752:636 276.6546:38 276.65786:154 277.16192:37 279.09429:84 279.16144:86 280.09745:29 281.04981:329	53.0388:4 55.03042:12 55.05442:201 56.01285:9 58.06428:3 60.05532:148 69.03598:5 70.06442:21 72.07169:4 72.08084:269 73.08386:3 89.10599:4 97.07548:80 98.06023:235 99.06263:8 105.07252:2 107.0492:11 114.10325:217 115.08021:5 115.08757:32 115.1044:4 117.06996:6 119.04788:6 120.05756:7 120.55216:4 121.02944:6 122.05938:7 125.07011:2 126.09285:13 131.11517:4 131.12865:386 132.0361:4 132.12848:5 140.08049:8 143.05116:8 144.05655:4 150.07751:3 151.08437:9 152.0583:3 153.5755:5 156.09312:4 157.11011:230 159.04018:10 165.06854:6 167.08476:4 167.57552:7 168.58333:4 171.04366:102 172.56625:9 176.062:6 176.10751:21 178.07735:29 179.0834:12 181.06448:11 181.57269:5 183.09891:13 185.61852:4 187.03824:17 188.5872:4 189.06812:27 190.07906:9 191.08727:22 193.064:3 194.07326:8 195.07693:3 197.1003:22 201.06853:17 202.07755:6 205.06226:4 207.0816:61 208.0858:3 209.09808:16 211.09872:8 217.06529:8 218.07167:17 219.08037:78 220.08122:5 223.07549:18 229.06537:6 235.07599:89 236.07504:4 237.08376:11 237.08978:103 238.0946:7 239.10609:8 241.10204:4 242.11533:6 245.05894:24 246.13895:3 246.63596:41 247.07645:142 248.07748:11 249.05115:4 250.06238:7 251.08653:2 257.12918:8 258.11731:4 258.15668:4 262.08234:5 263.07037:445 264.07458:29 265.0871:469 266.08878:35 273.05453:9 276.16049:15 276.20447:23
75	Unknown	9273	3.089133	3.15455	3.25295	551.312	1920.75	6427.57177734375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	88.97878	551.31198:359 552.31367:119 552.98659:64 553.31628:43 555.30575:18 556.29488:29	
76	Unknown	9394	3.037033	3.192917	3.280733	503.384	2138.8125	6374.4130859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.2123	503.10912:91 503.38401:477 504.38963:123 505.09659:30 505.38083:19 506.10612:20 508.00448:52 508.29838:13	
77	Unknown	9460	3.075233	3.22335	3.327683	344.2286	1454.75	8391.5205078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	45.9166	344.22862:297 345.23149:45 346.21575:18 349.18426:27	
78	Unknown	9460	3.18595	3.22335	3.397017	372.2585	5807.125	28051.7734375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	80.60718	372.09592:24 372.10349:48 372.2283:23 372.25856:1190 372.31909:49 372.54232:33 373.26544:170 373.55148:114 374.05373:35 374.26231:62 376.2315:14	55.05362:17 56.05754:4 57.06831:12 61.00935:3 69.07092:5 70.06515:38 71.08549:20 72.08075:25 72.08907:8 73.0469:109 73.06449:5 74.04731:34 75.05538:5 83.04604:3 83.04783:8 84.08104:35 86.09658:27 88.0403:4 89.05961:981 91.05409:4 91.07467:7 97.029:27 98.98446:22 101.05993:30 102.0577:5 102.06166:6 107.06732:3 110.06817:6 110.07228:17 111.04323:48 112.04854:33 112.08486:4 115.08742:4 119.03383:3 120.08211:10 122.02456:3 123.05437:109 129.05444:65 129.10121:22 130.05641:30 131.06787:10 133.08557:571 136.06268:85 143.11546:8 147.06035:3 149.04393:9 150.04372:4 151.09381:5 157.10744:4 166.05724:4 167.09216:4 171.04343:4 174.99159:17 175.09665:5 177.09605:7 177.11169:195 183.11194:5 183.14908:4 187.14795:2 195.12048:22 201.12247:9 216.02638:4 218.14522:5 221.13799:40 225.61238:4 226.11771:4 232.08678:6 234.6115:4 239.14824:39 250.96817:5 257.15872:3 265.17297:5 266.99747:42 267.99792:118 268.99704:4 274.18762:7 281.04422:4 282.04593:12 283.17642:21 285.01212:4 286.00925:9 292.17447:4 305.16776:5 312.0491:6 322.11551:4 327.19888:218 330.0582:6 335.06723:5 340.02902:4 355.06302:5 356.07043:29 368.20114:5 372.18079:4 372.22998:4 372.25644:17
79	Unknown	9460	3.178967	3.22335	3.327683	473.7602	1514.1875	5138.521484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	550.0568	473.76017:335 474.25959:195 474.76354:64 475.26989:18 477.28301:13 478.27724:25	
80	Unknown	9471	3.064833	3.236417	3.41795	327.2009	3904.8125	24215.349609375	null	[M+H]+	M + 0	found in higher mz's MsMs_78	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	160.3405	327.00992:26 327.2014:851 328.20936:114 329.00013:35 329.20819:27	55.05516:8 56.04955:15 57.06839:4 60.05381:2 70.06525:9 72.08086:30 73.06711:8 74.06007:16 75.06738:4 80.97422:8 82.06463:4 84.08027:34 86.09761:16 87.04436:20 87.05442:3 89.05974:596 98.98363:313 101.1064:4 110.07142:5 115.08654:4 120.07906:10 129.10362:18 130.08902:7 133.08577:119 136.07547:4 147.10693:4 151.03981:4 151.09525:4 155.11613:4 169.09541:3 173.13078:10 174.99445:11 177.11195:26 186.12508:4 201.12137:4 215.02505:5 224.17349:4 230.14232:3 239.14859:10 246.9409:2 248.15936:7 256.17441:4 267.03311:10 309.07822:4 311.21545:4 326.98483:4 327.07703:11
81	Unknown	9504	3.189483	3.256367	3.404	362.1544	2301.125	7836.8935546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	72.09517	362.15438:407 363.15498:86 365.04046:323 365.54257:143 366.04129:56	
82	Unknown	9592	3.092683	3.284167	3.421383	483.4473	1120.5	4030.62158203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	318.641	483.44731:253 483.65209:289 483.84614:153 484.04885:139 484.79753:22 485.28113:14 486.27284:29 487.05135:24 488.26795:32	
83	Unknown	9592	3.203417	3.284167	3.40045	604.3109	2205.875	7644.28125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	257.6004	604.02417:37 604.06031:351 604.3109:435 604.56155:298 604.80983:161 605.06541:52 608.06154:25 608.5596:22	
84	Unknown	9603	3.103083	3.2877	3.41795	483.6499	1473.5	4951.68505859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	361.4728	483.44516:185 483.64994:313 483.8483:152 484.05317:93 484.24082:23 486.27284:15 486.64472:20 486.8545:27	
85	Unknown	9603	3.092683	3.2877	3.407417	604.5615	1562.125	5486.93212890625	null	[M+2H]2+	M + 1	isotope of 86	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	402.8855	604.3109:412 604.56155:316 604.81224:200 605.05817:52 605.30897:47 606.31511:16 607.33657:41 608.05912:17 608.31296:36 608.81596:27	
86	Unknown	9614	3.1825	3.29115	3.414417	604.0555	1739.5	6174.99072265625	null	[M+2H]2+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	50.9075	604.01463:24 604.058:341 604.30859:367 604.56165:300 604.81235:208 605.0631:70 606.31521:15 608.05681:20 608.30823:27	
87	Unknown	9658	3.22335	3.3146	3.442317	332.1404	3089.9375	13211.009765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	135.325	332.14036:842 333.14158:128 334.14609:34	56.04878:7 58.06425:5 70.06521:38 84.08022:6 86.09756:12 98.98358:18 112.08911:4 115.08542:4 118.08503:4 120.08007:5 129.10577:3 148.05479:5 159.07719:3 162.05713:2 163.06451:5 164.87207:16 170.06805:3 175.06308:5 176.07492:3 187.06902:4 189.04512:9 189.08421:4 191.05872:15 192.06816:7 194.13054:4 198.06889:7 199.07317:6 201.05592:3 203.0611:45 203.07227:5 204.0695:42 205.0762:39 210.06303:3 212.07681:4 215.06088:5 216.06836:7 217.0421:7 217.0782:8 218.04552:6 218.08606:8 219.09189:7 225.08281:6 226.09579:7 227.10217:15 229.07565:4 230.08418:5 231.03532:6 231.05618:307 231.09196:33 232.084:7 238.093:5 239.10449:9 240.11053:9 243.09242:8 245.1095:386 252.11111:3 254.16051:4 254.86896:20 259.1088:3 260.1228:4 260.16235:5 266.13025:6 268.14584:77 271.08661:19 272.08337:7 272.11572:8 273.09006:37 286.13388:33 287.13797:3 288.15213:594 288.20538:4 294.12167:64 313.10486:4 314.13083:4168 315.12717:6 331.05478:4 332.13831:560 332.18298:5 332.21158:4
88	Unknown	9680	3.270283	3.340733	3.435333	177.0536	3993.25	16382.7041015625	null	[M+H]+	M + 0	similar chromatogram in higher mz_89; found in higher mz's MsMs_89	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73.00684	177.05358:1192 177.12663:25 177.16447:25 178.05807:151 178.12086:17 179.06015:21 179.10606:50 179.14018:28 180.10583:23 181.1242:21 182.01185:59	50.01544:6 51.02084:16 55.01879:41 55.93365:17 59.0492:63 65.03699:10 68.9977:106 71.92862:24 72.93561:17 77.03784:209 78.04608:6 79.05389:123 80.048:9 80.97332:16 81.0695:55 89.03753:16 90.00956:18 91.05515:125 93.06983:147 95.08553:10 96.96155:8 98.98362:33 103.05454:186 103.9901:14 105.06951:289 107.05022:38 107.08471:16 109.06377:7 112.9564:9 115.05392:37 117.03497:9 117.07209:6 120.08227:13 121.02836:20 121.04886:16 121.06503:317 121.09955:10 123.05454:10 131.05009:10 131.08488:29 133.06653:23 135.04254:7 149.0202:37 159.08098:10 159.1156:10 177.05453:580 177.1263:16
89	Unknown	9680	3.25295	3.340733	3.438867	339.1067	2126.9375	8619.4345703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	72.21645	339.10665:638 339.19511:40 340.11288:145 341.01741:33 341.11336:28 342.02284:16	55.01588:8 61.02858:4 68.99526:7 69.03354:12 71.04923:8 77.03871:6 79.05389:19 84.08026:8 85.03034:11 91.05608:9 97.02816:7 103.05354:13 105.07051:51 115.05392:15 121.0618:33 127.03798:7 129.10362:12 130.04877:11 131.04897:10 133.0654:13 143.084:8 149.05969:36 157.1015:5 161.09525:7 173.09981:7 176.48367:12 177.05453:9792 177.79881:8 178.05772:9 183.85179:4 185.09802:27 199.11475:7 211.11012:14 221.13538:9 223.05939:4 223.10625:8 235.10757:6 237.12904:9 251.14403:14 263.14194:23 277.15674:14 278.15967:7 279.17261:17 290.16592:8 291.18039:8 303.16956:18 321.18591:22 339.23096:8
90	Unknown	9702	3.178967	3.3671	3.65	438.0259	2000.375	8628.4736328125	null	[M+H]+	M + 0	similar chromatogram in higher mz_91; similar chromatogram in higher mz_92; similar chromatogram in higher mz_93; similar chromatogram in higher mz_94	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	596.9509	438.02595:515 438.27423:512 438.52669:277 438.77922:118 439.02772:33 440.24864:20	51.023:2 53.03886:7 55.05449:300 56.04961:16 56.05768:18 57.05735:24 69.06946:7 70.06451:239 71.06832:8 72.08094:2740 73.08312:51 84.08036:164 85.08288:7 86.0968:63 87.05543:5 87.09934:3 98.09822:5 100.07222:9 101.07201:7 101.10749:10 110.07359:5 111.09001:5 112.08826:5 114.09082:6 115.08666:26 115.12558:6 116.06887:10 120.08134:4 129.10266:519 130.08693:79 130.1037:15 131.08617:4 132.10387:4 140.07835:4 141.09888:3 143.11935:635 144.12144:31 147.11304:136 148.11588:8 152.14192:12 154.15936:10 155.11752:9 157.08942:8 157.09679:334 158.10098:9 165.13678:4 167.07738:4 169.09814:4 171.11311:412 171.13875:24 171.14902:94 172.07362:6 172.11606:28 172.15079:11 175.12434:5 181.13464:12 183.11372:17 183.14955:193 184.15254:9 185.09157:4 186.08781:8 189.12497:4 191.11595:4 193.13509:4 195.07581:5 197.10054:14 197.16524:33 198.16995:5 199.14403:42 199.1814:11 200.14268:8 208.14404:5 209.12387:6 209.13521:2 211.12177:4 211.14314:167 212.14427:21 223.15485:2 225.12143:6 225.1479:6 225.15967:36 226.11829:9 226.14925:6 227.17348:7 228.13635:38 228.17189:29 229.13094:7 235.66733:7 238.15239:12 242.18732:31 243.17078:10 243.18912:6 244.13326:8 244.16388:6 245.18665:4 251.14899:4 252.16447:4 254.12498:18 254.15312:4 256.14957:9 256.16528:199 257.16882:23 259.07449:5 260.13589:4 260.19598:194 261.19629:15 265.22791:6 266.15308:5 269.12796:4 270.18073:22 271.18713:4 282.17838:14 283.17715:6 284.16119:17 285.15518:5 286.14926:5 293.13278:5 295.17218:4 297.15439:4 299.19415:7 299.20602:31 300.20898:7 304.16583:4 311.1449:36 311.24866:4 313.19559:4 321.22672:12 324.22751:38 325.23267:5 327.20328:92 328.17215:19 328.20413:13 331.17126:4 339.20789:7 339.23679:12 342.2406:12 355.23203:11 356.22672:7 357.2117:12 362.70941:10 368.1908:14 371.20654:5 371.21597:6 373.27753:12 377.22543:5 378.21423:5 379.23486:4 381.24579:7 382.17468:10 382.21875:4 383.20447:3 385.2355:4 390.7308:4 391.22119:27 391.72162:7 396.2338:5 398.27164:5 399.20926:24 399.23669:7 399.26999:4 405.25479:5 407.3038:5 408.19257:5 410.25296:4 412.23889:5 413.25659:4 417.73251:7 418.23355:5 419.24857:7 419.75253:4 420.09402:4 424.22501:4 425.25537:4 425.75687:4 426.27484:29 426.73843:30 427.24078:13 427.27322:5 428.2403:4 433.25949:3 433.76361:34 435.24918:6 438.21146:10
